age,annual_income,gender,city_tier,website_visits_last_30d,pages_per_visit,avg_session_duration_min,cart_additions_last_30d,previous_purchases,email_opened,email_clicked,sms_clicked,ad_clicked,campaign_channel,campaign_type,discount_percentage,product_price,days_since_last_purchase,loyalty_member,converted
52,56231,Male,Tier 1,1,5.32,1.79,3,2,0,1,0,0,Search Ads,New Arrival,10,87.45,91,0,0
58,36003,Female,Tier 2,12,2.59,6.98,1,2,0,0,0,0,Email,Retargeting,5,57.56,15,0,0
47,74053,Male,Tier 2,7,5.94,5.24,1,2,0,0,0,0,Social,New Arrival,20,55.43,83,1,0
34,58659,Female,Tier 1,6,4.63,3.59,0,3,1,1,0,0,Email,Discount,5,89.91,34,1,0
66,49876,Female,Tier 2,7,3.71,7.54,2,3,0,1,0,0,Email,Retargeting,25,82.07,66,0,0
37,47114,Female,Tier 1,11,4.66,4.01,2,1,1,0,0,0,Email,New Arrival,10,99.57,156,1,0
65,57516,Male,Tier 1,5,1.07,7.12,0,1,0,0,1,0,Social,New Arrival,20,132.31,11,0,0
42,62343,Male,Tier 2,5,6.22,5.87,0,2,0,0,0,0,SMS,Discount,10,112.62,151,1,1
39,52750,Female,Tier 1,9,3.69,4.68,3,2,0,0,0,0,Search Ads,Discount,20,111.94,10,1,1
30,18000,Male,Tier 1,6,4.25,3.48,2,1,0,0,0,0,Social,Seasonal,5,75.78,152,0,0
36,55304,Female,Tier 1,10,3.14,4.07,2,2,0,0,0,0,Search Ads,Discount,0,11.59,120,1,0
66,29053,Female,Tier 3,2,3.74,7.26,4,0,1,0,0,0,Email,Discount,20,15,783,1,1
53,51230,Female,Tier 2,5,6.4,7.81,1,4,1,0,1,0,Email,Discount,25,93.41,109,1,1
29,29718,Female,Tier 1,3,3.59,6.89,3,3,0,0,0,0,SMS,Seasonal,25,62,12,1,0
58,29503,Male,Tier 3,9,3.37,5.44,1,2,0,0,0,0,Search Ads,Retargeting,0,128.06,121,1,0
36,77232,Female,Tier 2,7,5.02,6.89,1,2,0,0,0,0,Email,Seasonal,20,122.73,119,0,0
29,49238,Female,Tier 2,6,4.47,6.13,0,1,0,0,1,0,Search Ads,Seasonal,25,82.44,5,0,0
26,47860,Male,Tier 3,10,6.33,4.3,1,2,0,0,0,0,Email,Seasonal,10,64.26,19,0,0
24,63685,Female,Tier 1,4,1,3.67,1,0,0,0,0,0,Search Ads,New Arrival,15,51.37,507,0,0
45,48329,Male,Tier 1,11,3.31,4.87,1,1,0,0,0,0,SMS,New Arrival,10,127.16,37,0,0
31,92869,Male,Tier 2,6,1.86,4.23,2,2,0,0,0,1,Social,Seasonal,15,83.78,28,1,1
48,50086,Male,Tier 2,5,5.85,5.76,0,1,0,0,0,0,Search Ads,Discount,25,57.71,44,0,0
69,61572,Female,Tier 2,8,2.06,8.71,0,3,0,0,0,0,Search Ads,Discount,10,76.11,171,1,1
36,72477,Male,Tier 2,10,4.49,6.06,2,7,0,0,0,0,Search Ads,Discount,10,71.71,72,1,0
64,83841,Female,Tier 3,10,2.04,8.44,0,0,1,0,0,0,Social,Retargeting,5,132.9,931,1,0
33,41644,Female,Tier 3,6,3.25,5.5,1,4,0,0,0,1,Search Ads,Discount,20,85.16,120,1,0
22,47477,Male,Tier 3,13,2.51,5.16,2,0,0,0,1,1,Social,Retargeting,0,80.49,455,1,0
52,77943,Male,Tier 3,6,3.99,2.47,2,2,0,0,0,0,Search Ads,Seasonal,0,38.95,99,1,0
29,69581,Female,Tier 3,8,7.04,6.78,0,2,0,0,0,0,Social,Discount,20,93.89,134,0,0
42,74353,Male,Tier 1,4,1.86,4.19,2,0,0,0,0,0,Search Ads,Discount,20,81.29,504,0,0
69,30363,Female,Tier 1,13,2.29,3.78,1,4,0,0,0,1,Social,Discount,5,95.89,117,0,0
38,82864,Male,Tier 1,2,4.9,3.47,2,1,1,1,0,1,Social,New Arrival,30,81.59,128,1,1
53,41295,Female,Tier 3,6,3.77,6.21,4,2,0,0,0,0,SMS,New Arrival,20,69.62,12,0,1
40,58461,Female,Tier 2,3,2.09,4.34,1,4,1,0,0,0,Social,New Arrival,20,81.49,117,1,0
33,52332,Male,Tier 2,6,3.29,8.79,1,2,0,0,0,1,Email,Seasonal,20,56.82,143,0,0
56,39187,Male,Tier 1,12,1.73,7.74,2,1,0,0,0,0,Social,Discount,10,84.63,87,0,0
62,29574,Male,Tier 1,8,3.26,4.43,2,2,0,0,1,0,Social,Retargeting,15,118.73,63,0,0
59,23611,Male,Tier 2,7,2.54,0.75,2,0,0,0,0,0,Search Ads,New Arrival,25,106.46,679,1,0
56,57142,Female,Tier 1,6,4.47,5.74,1,0,0,0,0,1,Social,Retargeting,0,71.25,186,0,0
31,27544,Female,Tier 1,6,4.96,4.88,2,3,1,0,1,0,Social,Discount,20,73.74,1,0,0
48,34591,Male,Tier 1,10,1,7.28,0,1,0,0,0,0,Email,New Arrival,15,97.56,72,0,0
22,51075,Female,Tier 1,5,4.16,5.53,0,1,0,0,0,0,Search Ads,Discount,15,91.18,177,1,1
52,18000,Female,Tier 2,9,1,7.8,0,3,0,0,0,0,Email,Discount,10,79.98,150,0,0
40,69022,Male,Tier 1,6,4.01,6.49,1,1,0,0,0,1,Search Ads,New Arrival,15,63.3,52,0,0
46,18000,Male,Tier 2,7,6.39,2.95,1,3,1,0,0,0,Social,New Arrival,20,53.36,95,0,0
60,53607,Female,Tier 1,6,3.48,4.01,1,3,1,1,0,0,Email,Discount,5,52.97,43,0,1
28,55270,Female,Tier 3,5,4.38,4.59,3,2,0,0,0,1,Search Ads,Seasonal,15,75.15,39,1,1
35,64685,Female,Tier 1,6,5.11,5.16,1,2,0,0,0,0,Email,Seasonal,15,90.11,171,0,0
64,54250,Female,Tier 2,6,5.16,4.96,1,1,0,0,0,1,Email,Retargeting,20,28.45,149,0,0
29,91322,Male,Tier 2,8,5.25,6.94,1,4,1,1,0,0,Email,Discount,15,101.94,117,1,1
26,58894,Female,Tier 1,14,4.65,6.51,1,1,0,0,0,0,Search Ads,Retargeting,15,48.02,15,1,0
27,73965,Female,Tier 3,8,2.87,4.66,1,1,1,1,0,0,Search Ads,Discount,15,59.46,92,1,0
61,41978,Female,Tier 2,4,4.97,6.83,0,4,0,0,0,1,Search Ads,Retargeting,15,72.37,166,0,1
34,57174,Male,Tier 1,6,6.23,3.16,3,1,1,1,0,0,Email,New Arrival,25,91.53,123,0,0
55,82856,Male,Tier 1,9,4.73,6.9,1,1,0,0,0,0,Email,Discount,10,125.23,23,1,0
24,50721,Male,Tier 3,12,4.29,7.24,2,1,0,1,0,0,Social,Discount,0,66.04,91,0,1
63,58460,Female,Tier 2,6,1.49,6.05,1,0,0,0,1,0,SMS,New Arrival,20,112.43,390,1,0
30,72655,Male,Tier 1,12,2.41,6.55,1,3,0,0,0,1,Social,Retargeting,15,67.94,80,0,0
57,41640,Male,Tier 1,7,2.92,6.81,2,0,0,0,0,0,Social,Discount,25,119.89,383,0,0
59,18000,Male,Tier 3,7,2.35,7.6,4,3,0,0,0,0,SMS,Discount,5,77.87,51,1,1
26,59600,Male,Tier 2,3,3.75,6.98,2,1,0,0,0,0,Email,Discount,15,35.41,23,0,0
67,72796,Female,Tier 2,6,2.61,7.92,4,4,0,0,0,0,SMS,Retargeting,5,58.61,179,0,1
44,30674,Female,Tier 1,11,5.3,2.35,1,2,0,0,0,0,Email,New Arrival,15,80.3,114,0,0
19,67064,Female,Tier 2,8,3.4,5.76,1,0,0,0,0,0,Search Ads,Seasonal,20,73.74,427,0,0
22,67185,Male,Tier 1,11,2.33,5.41,0,0,0,0,0,0,Search Ads,Retargeting,25,49.53,225,0,0
46,18000,Female,Tier 1,6,2.62,5.8,2,0,0,0,0,0,Search Ads,Retargeting,25,40.36,940,1,0
54,38147,Male,Tier 2,12,4.1,7.3,0,2,0,0,0,0,Email,Discount,15,104,94,0,0
55,47875,Male,Tier 3,5,3.58,5.76,1,2,0,0,0,0,Email,Discount,15,10.73,61,0,1
36,51767,Male,Tier 1,8,4.06,5.68,1,0,0,0,1,1,Social,New Arrival,15,95.13,579,0,0
25,41624,Male,Tier 1,15,3.63,6.43,1,0,1,0,0,1,Social,Discount,15,47.05,549,1,0
65,40654,Male,Tier 2,10,6.58,2.49,3,3,0,0,0,0,Search Ads,Seasonal,25,136.85,60,0,1
62,85087,Female,Tier 2,12,5.28,8.61,1,4,0,0,0,0,Search Ads,Retargeting,5,19.3,160,0,0
18,53064,Female,Tier 3,1,2.71,5.29,1,3,0,0,0,0,Email,Discount,15,16.88,169,0,0
39,42489,Female,Tier 2,3,1.08,8.45,4,3,0,0,0,0,Search Ads,Seasonal,15,67.22,149,0,0
69,54259,Male,Tier 1,10,3.46,3.79,1,4,1,0,0,0,Email,Discount,20,110.47,7,0,1
34,64668,Male,Tier 3,5,2.29,3.68,4,2,0,0,0,1,Search Ads,Discount,20,145.27,70,1,1
24,55929,Male,Tier 2,6,1.41,5.04,1,1,0,0,0,0,Social,Discount,5,109.62,20,0,0
42,51297,Female,Tier 3,9,4.96,5.57,1,5,0,0,0,0,Social,New Arrival,10,84.35,172,1,0
62,43300,Female,Tier 2,7,3.98,4.48,1,3,0,0,0,0,Social,Retargeting,25,50.85,44,1,1
21,43082,Female,Tier 3,6,5.68,3.89,0,2,0,0,0,0,Search Ads,Discount,10,57.07,140,0,0
53,44239,Male,Tier 1,9,3.89,6.24,0,1,0,0,0,0,Social,Retargeting,0,60.21,59,1,0
23,61099,Female,Tier 1,6,3.67,8.4,1,2,0,0,0,1,Search Ads,Discount,5,67.79,162,0,0
48,37105,Male,Tier 3,6,2.09,8.82,1,3,1,1,0,0,Email,Seasonal,30,72.39,44,1,1
36,62079,Female,Tier 1,5,3.06,4.91,1,2,1,1,0,0,Search Ads,Seasonal,10,85.98,81,0,1
61,80434,Female,Tier 1,11,1.31,3.34,0,2,1,1,0,0,Search Ads,Retargeting,15,62.49,40,1,0
56,60863,Female,Tier 2,9,5.56,4.97,4,4,0,0,0,0,Social,Retargeting,20,84.83,130,1,1
44,48347,Female,Tier 3,8,2.02,8.92,0,2,0,0,0,0,Search Ads,Discount,20,91.33,21,0,0
27,31634,Male,Tier 1,13,4.33,7.56,3,1,0,0,0,0,Email,Discount,10,47.09,140,0,0
43,83406,Female,Tier 3,3,3.63,6.27,1,2,0,0,0,0,Search Ads,New Arrival,15,42.46,78,0,0
36,33940,Female,Tier 2,2,4.58,4.57,1,3,1,0,0,0,Email,New Arrival,25,112.92,88,0,0
56,70274,Male,Tier 2,11,4.05,7.32,3,1,0,0,0,0,Social,Retargeting,20,83.72,140,1,0
20,66493,Male,Tier 3,2,2.02,10.03,0,1,0,0,0,0,Social,Discount,0,75.47,52,0,1
62,50738,Male,Tier 1,9,3.5,5.21,3,1,0,0,0,0,Social,Retargeting,5,37.24,14,0,0
30,50266,Male,Tier 1,3,5.9,1.56,3,2,0,0,1,1,Social,Retargeting,10,103.08,146,0,1
67,21957,Male,Tier 1,5,2.77,3.45,1,6,0,0,0,0,Email,Discount,10,79.94,152,0,0
45,60941,Female,Tier 2,9,5.74,5.63,1,4,1,0,0,0,Search Ads,Retargeting,15,124.87,154,1,0
37,66159,Male,Tier 2,7,4.99,5.19,0,2,1,0,0,0,Email,New Arrival,10,85.78,64,1,0
45,35397,Male,Tier 3,10,4.21,8.22,0,2,0,0,0,1,Social,Discount,25,72.23,168,0,0
25,52195,Female,Tier 2,9,2.89,4.32,5,2,0,0,0,1,Search Ads,Discount,15,61.49,157,0,0
58,55682,Female,Tier 2,13,4.41,5.15,2,4,1,0,0,0,Search Ads,Discount,15,127.38,146,0,0
56,65522,Female,Tier 2,9,3.23,4.21,0,3,0,0,0,0,Social,Discount,15,109.72,59,0,0
18,55068,Male,Tier 1,5,5.66,7.06,0,3,0,0,0,0,Social,Retargeting,10,86.63,123,0,1
20,25726,Female,Tier 1,8,2.07,3.78,1,0,0,0,0,0,SMS,Seasonal,20,108.26,276,0,0
30,45461,Female,Tier 3,4,4.46,5.03,1,1,1,0,0,0,SMS,Seasonal,10,90.1,109,1,0
45,59043,Male,Tier 1,6,4.04,2.45,0,2,0,0,0,0,SMS,Discount,20,25.66,66,0,0
66,70148,Male,Tier 1,9,4.49,4.44,7,2,1,0,0,0,Social,Seasonal,15,108.24,115,0,0
42,43883,Female,Tier 2,4,5.08,8.83,0,2,1,0,0,0,Social,Seasonal,5,101.01,12,0,0
50,94378,Female,Tier 1,6,2.67,9.05,1,3,1,1,0,1,Social,Discount,0,47.19,22,0,0
55,20899,Female,Tier 3,5,2.67,6.85,2,0,0,0,0,0,Social,Seasonal,5,97.62,625,1,0
23,44853,Female,Tier 1,5,4.32,6.38,1,4,0,0,0,0,Social,Seasonal,20,54.89,154,1,0
61,53505,Female,Tier 1,7,5.45,4.24,2,3,0,0,0,0,Email,Retargeting,10,67.2,142,0,1
62,51387,Female,Tier 1,9,3.63,5.9,3,4,0,0,0,0,Search Ads,New Arrival,20,84.54,9,0,1
49,32821,Male,Tier 2,7,6.16,5.83,1,2,0,0,0,0,Search Ads,Retargeting,15,83,7,1,1
62,63062,Male,Tier 1,9,3.55,5.53,2,4,1,1,0,0,Email,New Arrival,0,77.54,105,0,0
64,61680,Male,Tier 2,8,2.93,7.11,3,5,0,0,0,0,Search Ads,Seasonal,25,31.34,175,1,0
38,55863,Female,Tier 3,12,4.68,3.61,0,3,0,0,0,1,Social,Discount,25,81.39,20,0,0
33,60973,Female,Tier 3,14,3.18,10.62,4,1,0,0,0,0,Email,Seasonal,0,130.18,79,0,0
38,47372,Female,Tier 1,11,3.2,8.75,2,3,0,0,0,0,SMS,Discount,5,88.11,171,0,0
28,25887,Male,Tier 1,10,4.39,3.88,2,5,0,0,0,0,Email,Discount,20,74.63,114,1,0
54,42100,Female,Tier 2,12,5.4,5.72,1,3,0,0,0,0,Search Ads,Seasonal,30,100.72,98,1,1
53,57827,Male,Tier 3,4,4.45,4.3,1,3,1,0,0,0,Email,Seasonal,25,84.5,115,0,1
52,57929,Male,Tier 3,6,4.16,6.77,1,1,0,0,0,0,Email,New Arrival,0,67.35,20,0,0
36,55745,Female,Tier 1,7,6.89,5.32,0,3,1,0,0,0,Email,Seasonal,15,107.44,141,1,1
37,64877,Female,Tier 2,7,5.04,1.74,3,2,1,0,0,0,Email,Seasonal,20,87.87,25,0,1
35,44539,Female,Tier 1,5,3.49,3.66,2,2,0,0,0,0,Social,Seasonal,15,92.22,121,1,0
64,55480,Male,Tier 1,8,5.65,8.15,1,3,0,0,0,0,Social,Retargeting,15,74.03,36,0,1
58,65298,Female,Tier 1,9,3.64,5.06,3,2,1,0,0,0,Email,Seasonal,10,77.01,3,1,0
66,53472,Male,Tier 1,6,4.91,5.04,3,2,0,0,0,1,Social,Seasonal,20,103.94,47,0,0
31,32620,Male,Tier 1,6,4.81,6.84,2,4,1,0,0,0,Email,Seasonal,20,64.83,140,0,1
32,37693,Female,Tier 1,8,4,7.38,1,2,0,0,0,0,SMS,Discount,15,149.62,28,0,1
48,69955,Female,Tier 2,5,2.91,5.32,2,3,1,0,0,0,Email,New Arrival,15,62.3,75,1,0
18,80064,Female,Tier 1,11,3.96,1.17,3,1,0,0,0,0,Social,Seasonal,5,61.74,81,0,1
20,76155,Male,Tier 2,7,3.29,3.89,3,1,1,1,0,0,SMS,Retargeting,15,111.07,142,1,0
33,59179,Female,Tier 1,7,4.39,1.21,1,1,0,0,0,1,Social,Seasonal,5,79.3,31,0,0
40,33344,Male,Tier 1,7,4.63,2.7,1,1,0,0,0,0,SMS,Seasonal,0,97.97,111,1,0
28,54886,Female,Tier 1,8,1.04,5.65,2,2,1,0,0,0,Email,Seasonal,20,125.54,60,1,0
29,83121,Male,Tier 1,5,4.51,5.59,3,4,0,0,0,0,Social,Discount,20,92.21,103,0,1
27,66133,Male,Tier 2,7,8.39,8.05,2,0,0,0,0,0,Social,Discount,20,90.05,256,1,1
49,51265,Female,Tier 1,8,3.52,5.43,2,4,0,0,1,0,SMS,Discount,25,63.45,20,1,1
33,66315,Female,Tier 2,7,5.48,3.74,2,3,1,0,0,0,Email,Retargeting,10,54.49,11,0,0
25,32151,Male,Tier 1,6,5.11,7.91,2,2,1,0,0,0,Social,Discount,10,33.87,106,1,1
55,42478,Male,Tier 2,6,1.54,9,0,4,0,0,0,0,Email,Discount,10,58.6,132,1,1
29,35485,Female,Tier 2,6,4.75,7.33,4,2,0,0,0,0,SMS,Discount,15,65.76,47,0,1
41,63452,Male,Tier 1,8,2.74,5.37,1,3,0,0,0,0,Email,Seasonal,15,57.68,122,0,1
45,67854,Male,Tier 1,7,3.7,4.88,1,4,0,0,0,0,Search Ads,Discount,20,72.37,139,0,1
25,52231,Male,Tier 1,5,1.81,3.12,2,1,1,0,0,0,Email,Discount,5,65.76,116,0,1
45,39287,Male,Tier 2,4,4.66,3.92,1,1,0,1,0,0,Search Ads,Retargeting,15,105.3,50,0,0
53,54645,Female,Tier 1,5,3.49,4.6,1,2,1,0,0,0,Search Ads,Discount,15,40.7,151,1,0
43,46242,Female,Tier 2,7,6.02,2.85,1,2,0,0,1,0,Search Ads,Discount,5,109.7,53,0,0
25,40669,Female,Tier 2,9,1.96,4.83,2,4,0,0,0,1,Search Ads,Discount,20,100.46,95,1,0
67,61102,Female,Tier 3,4,5.36,4.94,3,1,0,0,0,0,Search Ads,Retargeting,0,52.3,142,0,0
45,41356,Male,Tier 2,8,4.63,8.05,1,2,0,0,0,1,Search Ads,Discount,15,41.77,47,0,1
45,26806,Male,Tier 2,6,2.71,2.26,1,3,1,0,0,0,Email,Seasonal,5,96.82,18,0,1
54,30806,Male,Tier 1,3,1.68,5.84,3,3,0,0,0,0,SMS,Discount,0,96.76,67,1,0
58,26141,Male,Tier 3,5,3.57,2.78,2,2,0,0,0,0,Email,Seasonal,10,56.23,109,1,0
53,59455,Male,Tier 2,6,4.35,1.59,1,3,1,0,0,0,Social,Retargeting,15,40.26,103,0,0
44,57707,Female,Tier 1,10,2.4,4.51,0,3,0,0,0,0,Social,Seasonal,20,67.95,151,0,0
34,56809,Female,Tier 3,7,2.58,5.54,1,3,0,0,0,0,Search Ads,Discount,10,10,95,1,1
26,65579,Male,Tier 1,3,5.49,8.04,1,1,0,0,0,0,Search Ads,Retargeting,25,96.38,88,0,1
50,76455,Female,Tier 3,7,2.83,4.96,9,1,0,0,0,0,Email,Seasonal,25,61.02,50,1,0
37,44339,Female,Tier 3,7,4.87,4.42,3,5,0,0,0,0,Social,Retargeting,5,85.95,145,0,0
30,62317,Female,Tier 1,10,5.83,4.1,3,1,1,0,1,0,SMS,Retargeting,5,133.77,124,1,1
45,26567,Female,Tier 2,5,2.79,4.46,0,3,0,0,0,0,Social,Discount,10,68.21,54,1,0
65,79817,Female,Tier 1,6,2.13,0.5,2,1,1,0,0,0,Social,New Arrival,10,100.33,91,0,0
46,32593,Female,Tier 1,3,5.31,3.86,2,1,0,0,0,0,Search Ads,Discount,15,72.31,9,1,1
30,42219,Female,Tier 1,7,3.55,7.1,3,4,0,0,0,0,Search Ads,Seasonal,5,66.72,160,1,0
63,44241,Female,Tier 2,6,3.34,0.59,0,1,1,0,0,0,Email,Retargeting,15,125.82,22,0,0
52,27527,Male,Tier 1,13,6.14,4.67,3,2,1,1,0,0,Email,Discount,15,63.35,40,1,1
23,55586,Male,Tier 1,8,3.6,4.92,2,0,0,0,0,0,Search Ads,New Arrival,20,96.43,513,0,0
35,58850,Female,Tier 2,7,4.42,6.93,2,2,0,0,0,0,Social,Retargeting,15,89.46,101,0,1
68,51591,Male,Tier 1,4,1.58,5.73,1,2,0,0,0,0,Social,Discount,25,92.56,52,0,0
22,27276,Male,Tier 1,6,3.89,6.34,3,0,0,0,0,1,Search Ads,Retargeting,20,98.79,641,0,0
64,90701,Female,Tier 1,6,2.68,4.01,1,2,0,0,0,0,Email,Discount,25,95.51,156,0,0
42,64886,Male,Tier 1,8,3.24,1.98,0,1,1,0,0,0,Social,New Arrival,20,63.08,172,0,0
19,102416,Female,Tier 1,5,3.15,4.44,6,3,0,0,0,0,Search Ads,Retargeting,15,67.05,104,1,1
27,40508,Female,Tier 1,13,5.95,5.21,2,2,0,0,0,0,Social,New Arrival,5,88.25,48,1,1
47,72242,Female,Tier 3,12,3.01,7.82,3,0,1,1,0,1,Social,New Arrival,0,24.36,201,0,1
67,69027,Female,Tier 2,13,3.2,2.64,3,2,1,0,0,0,Email,Seasonal,0,90.99,104,0,0
62,49770,Male,Tier 1,12,6.3,9.68,5,1,1,0,0,0,Email,Discount,5,62.71,163,0,0
22,80399,Female,Tier 1,3,3.46,5.85,0,4,1,0,0,0,SMS,Retargeting,5,111.33,45,0,0
50,47703,Female,Tier 1,9,3.07,3.98,1,2,1,0,0,0,SMS,Seasonal,20,21.17,28,1,1
18,48504,Female,Tier 2,14,5.65,3.87,1,2,0,0,0,0,SMS,Discount,10,93.93,67,0,0
35,18000,Male,Tier 1,7,4.02,5.18,2,3,0,0,0,0,Search Ads,Discount,10,88.12,86,0,0
49,62363,Male,Tier 1,7,4.13,5.36,0,5,0,0,0,0,Email,Seasonal,0,84.65,38,1,0
64,31141,Female,Tier 3,4,4.45,5.53,2,0,1,0,0,0,Email,Retargeting,15,119.6,872,1,0
66,45087,Male,Tier 1,3,6.01,6.78,1,3,0,0,0,0,Email,Seasonal,15,80.46,103,1,0
28,36528,Female,Tier 1,4,2.45,4.18,1,3,1,1,0,0,Social,Discount,25,87.57,87,0,0
38,48408,Male,Tier 3,5,5.72,5.71,2,0,0,0,0,0,Search Ads,Seasonal,15,43.43,185,0,1
43,62990,Male,Tier 2,3,1.76,4.83,0,4,1,0,0,0,Search Ads,Discount,0,83.85,142,0,0
42,55201,Male,Tier 1,14,2.78,8.79,0,1,1,1,1,0,Social,Seasonal,0,72.31,36,1,1
39,67774,Male,Tier 2,10,2.66,1.88,1,3,1,0,0,0,Email,Seasonal,10,71.85,51,0,0
44,77781,Female,Tier 1,6,3.79,9.79,2,5,1,1,0,0,Email,Retargeting,5,32.06,87,1,1
66,48362,Female,Tier 2,8,2.87,3.73,2,0,0,0,0,0,Search Ads,Retargeting,20,131.89,256,0,1
30,46386,Male,Tier 1,11,5.91,3.33,3,0,0,0,0,1,Social,Discount,5,51.34,735,1,0
50,72239,Female,Tier 3,7,4.78,4.91,0,0,0,0,0,0,Email,Discount,5,71.22,929,0,0
51,73667,Male,Tier 3,4,3.98,5.93,2,4,0,0,0,0,SMS,New Arrival,20,35.42,45,0,1
58,68331,Female,Tier 3,3,2.68,4.77,1,4,0,0,0,0,Email,Retargeting,10,36.55,115,0,0
52,37861,Male,Tier 3,7,6.1,6.69,3,1,0,0,0,0,Social,Seasonal,30,37.07,112,0,1
18,62608,Female,Tier 2,10,4.15,4.6,0,0,0,0,0,0,Search Ads,Seasonal,25,126.48,953,0,0
38,56970,Female,Tier 1,6,3.62,4.21,2,3,1,1,0,0,Email,New Arrival,20,31.8,110,0,1
65,73946,Female,Tier 1,5,3.8,3.65,1,0,0,0,0,1,Social,Retargeting,10,62.79,527,0,0
23,44688,Female,Tier 2,11,3.67,8.02,1,4,0,0,0,0,Email,Discount,0,67.99,135,0,0
45,25001,Female,Tier 3,6,5.27,6.27,1,1,0,0,0,0,Search Ads,New Arrival,10,57.87,95,0,1
34,67424,Female,Tier 1,4,5.7,3.19,3,1,1,0,1,0,Email,New Arrival,10,53.91,93,0,0
22,18000,Female,Tier 3,5,2.61,4.6,0,3,0,0,0,0,Social,Seasonal,5,67.11,47,0,0
48,41833,Female,Tier 3,4,3.02,2.85,0,5,1,1,0,0,Email,New Arrival,5,42.86,161,1,0
22,36582,Female,Tier 3,5,3.1,10.95,4,1,0,0,0,0,Search Ads,Discount,20,107.95,107,0,1
55,36461,Male,Tier 3,8,4.48,5.87,1,3,0,0,0,0,Email,Discount,10,126.71,22,0,0
20,41517,Female,Tier 1,8,5.5,1.52,1,5,0,0,1,0,SMS,Retargeting,20,117.5,67,1,1
40,76913,Male,Tier 1,4,1.94,2.78,2,1,0,0,0,0,Email,Discount,15,22.25,104,0,0
54,69770,Female,Tier 1,8,2.43,3,0,1,1,0,0,0,Search Ads,Seasonal,25,20.18,13,0,0
54,50469,Female,Tier 1,6,3.48,6.09,0,3,0,0,0,0,SMS,New Arrival,20,32.9,56,1,0
27,75405,Female,Tier 2,9,4.8,2.1,5,4,1,0,0,1,Email,Discount,5,96.15,77,0,0
27,35879,Male,Tier 3,7,2.59,2.77,1,3,1,0,0,0,Social,Retargeting,15,64.35,12,0,0
36,33431,Male,Tier 3,7,3.42,5,1,0,0,0,0,0,Search Ads,New Arrival,20,151.91,184,1,1
34,70545,Female,Tier 2,6,2.92,5.33,0,1,0,0,0,1,SMS,Retargeting,25,80.74,127,1,0
38,65434,Female,Tier 1,9,5.14,4.39,1,4,0,0,0,0,SMS,Retargeting,20,112.04,76,0,0
31,46715,Male,Tier 1,12,3.84,4.67,0,4,0,0,0,0,Social,Retargeting,5,112.57,74,0,0
26,34562,Male,Tier 1,5,2.91,2.63,1,5,0,0,0,0,Social,Seasonal,10,50.03,15,0,1
63,81275,Female,Tier 1,6,2.24,6.39,0,0,0,0,0,0,Social,Seasonal,15,54.81,757,0,0
18,24038,Female,Tier 2,12,3.41,1.5,0,1,0,0,0,0,Email,Retargeting,25,126.33,38,0,0
68,44228,Male,Tier 1,6,3.6,5.17,0,4,0,0,0,0,Search Ads,Seasonal,25,28.69,98,0,1
62,59114,Male,Tier 1,7,5.27,9.06,1,2,0,0,0,0,Email,Discount,10,75.2,55,0,1
30,87439,Male,Tier 1,4,5.53,4.77,1,2,1,0,0,0,SMS,Seasonal,25,100.91,47,1,0
21,61896,Female,Tier 2,5,2.23,2.7,2,0,0,0,0,0,Email,Discount,15,94.3,909,0,0
18,63645,Male,Tier 1,14,5.48,5.27,0,1,1,0,0,0,Search Ads,Discount,15,68.1,104,0,0
66,44751,Male,Tier 1,7,5.07,4.88,2,2,0,0,0,0,Search Ads,Seasonal,10,66.84,14,1,1
57,65233,Male,Tier 1,2,3.2,5.87,2,1,0,0,0,0,Search Ads,New Arrival,20,42.23,143,0,1
49,56896,Male,Tier 3,5,5.14,5.84,3,1,1,0,0,0,Email,New Arrival,15,52.4,163,1,1
51,26408,Female,Tier 1,7,2.81,7.42,0,6,0,0,0,0,Social,Discount,10,128.92,159,0,0
45,69273,Male,Tier 2,6,4.61,4.5,1,0,1,0,0,1,Email,Discount,20,86.11,597,0,0
48,72467,Male,Tier 2,6,7.64,3.83,0,1,0,0,0,0,Search Ads,Discount,10,61.57,7,1,0
25,69461,Male,Tier 2,7,4.35,3.88,1,0,0,0,0,0,Social,Discount,15,98.54,985,0,0
56,55600,Male,Tier 3,10,3.49,4.19,3,0,0,0,0,0,Social,Retargeting,10,66.22,562,0,0
43,37789,Male,Tier 1,11,2.03,6.07,1,3,0,0,0,0,SMS,Retargeting,5,47.21,129,1,1
51,18000,Female,Tier 1,7,4.12,2.73,1,0,0,0,0,1,Social,Retargeting,5,62.51,394,0,0
20,57827,Female,Tier 1,9,5.5,3.61,1,3,0,0,0,0,Social,New Arrival,20,37.55,14,0,1
67,74475,Female,Tier 2,10,2.94,5.6,0,2,1,0,0,0,Social,Seasonal,20,127.84,25,1,1
29,72920,Female,Tier 1,8,4.81,7.91,2,1,0,0,1,1,Social,Discount,15,98.82,117,1,1
18,69689,Female,Tier 1,5,3.61,3.73,2,2,0,0,0,0,SMS,Discount,10,98.6,136,0,0
61,53664,Male,Tier 2,10,3.4,6.2,2,3,0,0,0,1,Social,Seasonal,10,63.82,168,0,0
22,74574,Female,Tier 2,9,4.73,5.08,1,2,1,1,0,0,Search Ads,New Arrival,15,78.21,6,0,0
